center,left,right,steering,throtle,speed,
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_50_780.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_50_780.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_50_780.jpg, 0, 1, 0, 30.19013
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_50_882.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_50_882.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_50_882.jpg, 0, 1, 0, 30.1902
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_50_984.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_50_984.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_50_984.jpg, 0, 1, 0, 30.19009
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_085.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_085.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_085.jpg, 0, 1, 0, 30.18997
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_186.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_186.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_186.jpg, 0, 1, 0, 30.18919
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_286.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_286.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_286.jpg, 0, 1, 0, 30.19032
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_386.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_386.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_386.jpg, 0.2699256, 1, 0, 30.17143
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_487.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_487.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_487.jpg, 0.031305, 1, 0, 30.19058
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_588.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_588.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_588.jpg, 0, 1, 0, 30.18988
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_689.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_689.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_689.jpg, 0.1811073, 1, 0, 30.18281
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_789.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_789.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_789.jpg, 0.2580057, 1, 0, 30.18345
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_890.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_890.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_890.jpg, 0, 1, 0, 30.1867
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_51_991.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_51_991.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_51_991.jpg, 0.2576662, 1, 0, 30.17966
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_52_092.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_52_092.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_52_092.jpg, 0.05261964, 1, 0, 30.1909
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_52_192.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_52_192.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_52_192.jpg, 0, 1, 0, 30.19041
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_52_294.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_52_294.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_52_294.jpg, 0.2566612, 0.7306563, 0, 30.12016
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_52_394.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_52_394.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_52_394.jpg, 0.06147807, 0.4291041, 0, 30.0605
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_52_494.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_52_494.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_52_494.jpg, 0, 0.1289112, 0, 29.97647
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_52_596.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_52_596.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_52_596.jpg, 0.1895141, 0, 0, 29.63102
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_52_698.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_52_698.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_52_698.jpg, 0.4866741, 0, 0, 29.18862
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_52_799.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_52_799.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_52_799.jpg, 0.4458907, 0, 0, 28.69746
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_52_900.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_52_900.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_52_900.jpg, 0.1456767, 0, 0, 28.42312
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_000.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_000.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_000.jpg, 0.4244978, 0, 0, 28.11176
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_101.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_101.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_101.jpg, 0.7284501, 0, 0, 27.60291
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_203.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_203.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_203.jpg, 1, 0, 0, 26.91437
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_305.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_305.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_305.jpg, 0.722883, 0, 0, 26.46554
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_406.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_406.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_406.jpg, 0.4228311, 0, 0, 26.26195
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_507.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_507.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_507.jpg, 0.1225389, 0, 0, 26.03484
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_609.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_609.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_609.jpg, 0, 0.2877969, 0, 25.90017
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_709.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_709.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_709.jpg, 0, 0.586697, 0, 26.16881
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_811.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_811.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_811.jpg, 0, 0.8877763, 0, 26.79899
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_53_911.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_53_911.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_53_911.jpg, 0, 1, 0, 27.72279
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_012.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_012.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_012.jpg, 0.2949988, 1, 0, 28.60585
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_112.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_112.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_112.jpg, 0.09389809, 1, 0, 29.49511
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_214.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_214.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_214.jpg, 0, 0.7356883, 0, 30.13717
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_316.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_316.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_316.jpg, 0.3048432, 0.3730229, 0, 30.02356
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_418.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_418.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_418.jpg, 0.0001269961, 0.0683067, 0, 29.94735
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_521.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_521.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_521.jpg, 0, 0, 0, 29.65371
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_622.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_622.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_622.jpg, 0, 0, 0, 29.35644
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_723.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_723.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_723.jpg, 0, 0, 0, 29.06217
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_824.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_824.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_824.jpg, 0.09586355, 0, 0, 28.76816
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_54_924.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_54_924.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_54_924.jpg, 0.1102059, 0, 0, 28.43882
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_026.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_026.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_026.jpg, 0, 0.1632413, 0, 28.1938
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_131.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_131.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_131.jpg, 0, 0.4575313, 0, 28.28188
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_232.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_232.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_232.jpg, 0, 0.7602058, 0, 28.73267
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_332.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_332.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_332.jpg, 0.2500454, 1, 0, 29.51075
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_432.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_432.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_432.jpg, 0.03413795, 1, 0, 30.19197
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_534.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_534.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_534.jpg, 0.07359578, 1, 0, 30.18994
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_635.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_635.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_635.jpg, 0.08220352, 1, 0, 30.19074
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_735.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_735.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_735.jpg, 0, 1, 0, 30.19014
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_838.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_838.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_838.jpg, 0, 1, 0, 30.19027
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_55_941.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_55_941.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_55_941.jpg, 0, 1, 0, 30.1903
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_042.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_042.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_042.jpg, 0.09354156, 1, 0, 30.18822
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_144.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_144.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_144.jpg, 0, 1, 0, 30.19027
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_246.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_246.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_246.jpg, 0, 1, 0, 30.19028
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_350.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_350.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_350.jpg, 0.2747028, 1, 0, 30.17175
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_453.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_453.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_453.jpg, 0.2379816, 1, 0, 30.18727
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_556.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_556.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_556.jpg, 0, 1, 0, 30.189
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_659.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_659.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_659.jpg, 0, 1, 0, 30.19011
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_759.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_759.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_759.jpg, 0, 1, 0, 30.19028
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_861.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_861.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_861.jpg, 0, 1, 0, 30.19029
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_56_963.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_56_963.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_56_963.jpg, -0.2882878, 1, 0, 30.16947
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_57_064.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_57_064.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_57_064.jpg, -0.02910361, 1, 0, 30.19011
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_57_165.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_57_165.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_57_165.jpg, 0, 1, 0, 30.18996
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_57_266.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_57_266.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_57_266.jpg, 0, 1, 0, 30.19025
C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\center_2018_05_28_15_27_57_368.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\left_2018_05_28_15_27_57_368.jpg, C:\Users\helpdesk\Desktop\GuieMoura\car-behavioral-cloning-master\data\IMG\right_2018_05_28_15_27_57_368.jpg, 0, 1, 0, 30.1903
