center,left,right,steering,throttle,brake,speed
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_31_521.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_31_521.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_31_521.jpg,0,1,0,30.18984
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_31_591.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_31_591.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_31_591.jpg,0,1,0,30.19015
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_31_661.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_31_661.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_31_661.jpg,0,1,0,30.19027
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_31_731.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_31_731.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_31_731.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_31_805.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_31_805.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_31_805.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_31_875.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_31_875.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_31_875.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_31_949.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_31_949.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_31_949.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_022.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_022.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_022.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_094.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_094.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_094.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_164.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_164.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_164.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_233.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_233.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_233.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_302.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_302.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_302.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_370.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_370.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_370.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_440.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_440.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_440.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_507.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_507.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_507.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_583.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_583.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_583.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_651.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_651.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_651.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_719.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_719.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_719.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_796.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_796.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_796.jpg,0,1,0,30.19026
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_863.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_863.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_863.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_930.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_930.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_930.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_32_998.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_32_998.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_32_998.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_070.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_070.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_070.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_144.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_144.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_144.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_216.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_216.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_216.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_288.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_288.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_288.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_364.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_364.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_364.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_435.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_435.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_435.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_505.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_505.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_505.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_579.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_579.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_579.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_655.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_655.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_655.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_729.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_729.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_729.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_800.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_800.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_800.jpg,-0.2,1,0,30.17982
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_875.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_875.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_875.jpg,-0.35,1,0,30.16349
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_33_949.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_33_949.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_33_949.jpg,0,1,0,30.18758
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_023.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_023.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_023.jpg,0,1,0,30.1893
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_094.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_094.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_094.jpg,0,1,0,30.19001
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_163.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_163.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_163.jpg,0,1,0,30.19023
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_234.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_234.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_234.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_306.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_306.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_306.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_376.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_376.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_376.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_447.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_447.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_447.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_522.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_522.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_522.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_593.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_593.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_593.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_668.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_668.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_668.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_742.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_742.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_742.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_814.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_814.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_814.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_884.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_884.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_884.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_34_955.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_34_955.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_34_955.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_031.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_031.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_031.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_100.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_100.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_100.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_170.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_170.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_170.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_240.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_240.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_240.jpg,0,1,0,30.19027
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_311.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_311.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_311.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_383.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_383.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_383.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_454.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_454.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_454.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_526.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_526.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_526.jpg,0,1,0,30.19022
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_598.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_598.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_598.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_671.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_671.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_671.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_743.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_743.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_743.jpg,0,1,0,30.19024
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_809.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_809.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_809.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_879.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_879.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_879.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_35_951.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_35_951.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_35_951.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_024.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_024.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_024.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_100.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_100.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_100.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_169.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_169.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_169.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_239.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_239.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_239.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_315.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_315.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_315.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_387.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_387.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_387.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_461.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_461.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_461.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_535.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_535.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_535.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_607.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_607.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_607.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_680.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_680.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_680.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_747.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_747.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_747.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_820.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_820.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_820.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_889.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_889.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_889.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_36_964.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_36_964.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_36_964.jpg,0,1,0,30.19041
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_040.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_040.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_040.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_114.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_114.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_114.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_185.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_185.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_185.jpg,0,1,0,30.1903
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_255.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_255.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_255.jpg,-0.05,1,0,30.18973
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_330.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_330.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_330.jpg,-0.25,1,0,30.17479
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_405.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_405.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_405.jpg,-0.45,1,0,30.15152
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_475.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_475.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_475.jpg,0,1,0,30.18569
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_549.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_549.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_549.jpg,0,1,0,30.18898
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_623.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_623.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_623.jpg,0,1,0,30.19006
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_692.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_692.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_692.jpg,0,1,0,30.19021
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_762.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_762.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_762.jpg,0,1,0,30.19028
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_829.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_829.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_829.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_48_37_899.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_48_37_899.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_48_37_899.jpg,0,1,0,30.1903
